District,Year,Season,Crop,Area,Production,Weather
PARBHANI,2013,Kharif,Groundnut,100,374,Rainy
PUNE,2000,Rabi,Small millets,100,775,Overcast 
PUNE,2001,Kharif,Rapeseed &Mustard,100,241,Rainy
PUNE,2002,Kharif,Linseed,100,413,Sunny
PUNE,2005,Kharif,Linseed,100,786,Overcast 
PUNE,2008,Zaid,Rapeseed &Mustard,100,669,Overcast 
RAIGAD,1997,Zaid,Moong(Green Gram),100,562,Sunny
RAIGAD,1998,Rabi,Groundnut,100,136,Sunny
RAIGAD,1998,Zaid,Moong(Green Gram),100,681,Overcast 
RAIGAD,1998,Kharif,Other Cereals & Millets,100,727,Sunny
RAIGAD,1999,Kharif,Groundnut,100,494,Rainy
RAIGAD,1999,Zaid,Moong(Green Gram),100,-43,Rainy
RAIGAD,2000,Rabi,Groundnut,100,120,Overcast 
RAIGAD,2000,Kharif,Moong(Green Gram),100,-40,Rainy
RAIGAD,2000,Rabi,Sesamum,100,341,Overcast 
RAIGAD,2001,Kharif,Groundnut,100,640,Overcast 
RAIGAD,2001,Kharif,Moong(Green Gram),100,714,Rainy
RAIGAD,2002,Kharif,Groundnut,100,474,Rainy
RAIGAD,2002,Zaid,Moong(Green Gram),100,148,Sunny
RAIGAD,2002,Rabi,Rapeseed &Mustard,100,219,Rainy
RAIGAD,2002,Kharif,Small millets,100,123,Rainy
RAIGAD,2003,Rabi,Groundnut,100,359,Sunny
RAIGAD,2003,Zaid,Moong(Green Gram),100,313,Rainy
RAIGAD,2003,Kharif,Small millets,100,22,Sunny
RAIGAD,2004,Kharif,Groundnut,100,339,Sunny
RAIGAD,2004,Zaid,Moong(Green Gram),100,77,Rainy
RAIGAD,2004,Rabi,Rapeseed &Mustard,100,446,Sunny
RAIGAD,2005,Kharif,Groundnut,100,217,Overcast 
RAIGAD,2005,Zaid,Rapeseed &Mustard,100,281,Overcast 
RAIGAD,2005,Kharif,Sesamum,100,250,Rainy
RAIGAD,2006,Zaid,Groundnut,100,341,Sunny
RAIGAD,2008,Kharif,Groundnut,100,691,Rainy
RAIGAD,2009,Zaid,Groundnut,100,113,Rainy
RAIGAD,2010,Rabi,Groundnut,100,270,Rainy
RAIGAD,2011,Rabi,Groundnut,100,5,Overcast 
RAIGAD,2011,Kharif,Sesamum,100,266,Rainy
RAIGAD,2012,Kharif,Groundnut,100,788,Overcast 
RATNAGIRI,1997,Zaid,Urad,100,528,Rainy
RATNAGIRI,1998,Zaid,Groundnut,100,459,Overcast 
RATNAGIRI,1998,Rabi,Moong(Green Gram),100,353,Overcast 
RATNAGIRI,1998,Kharif,Urad,100,530,Overcast 
RATNAGIRI,1998,Rabi,Gram,100,720,Overcast 
RATNAGIRI,1999,Zaid,Groundnut,100,214,Overcast 
RATNAGIRI,1999,Kharif,Moong(Green Gram),100,318,Sunny
RATNAGIRI,2000,Rabi,Moong(Green Gram),100,-24,Overcast 
RATNAGIRI,2001,Kharif,Groundnut,100,75,Overcast 
RATNAGIRI,2001,Rabi,Moong(Green Gram),100,464,Rainy
RATNAGIRI,2001,Zaid,Sesamum,100,430,Sunny
RATNAGIRI,2002,Zaid,Groundnut,100,239,Overcast 
RATNAGIRI,2002,Zaid,Moong(Green Gram),100,121,Sunny
RATNAGIRI,2002,Zaid,Sesamum,100,407,Rainy
RATNAGIRI,2002,Rabi,Maize,100,475,Overcast 
RATNAGIRI,2002,Zaid,Small millets,100,597,Overcast 
RATNAGIRI,2003,Zaid,Groundnut,100,320,Rainy
RATNAGIRI,2003,Rabi,Moong(Green Gram),100,-31,Sunny
RATNAGIRI,2003,Zaid,Sesamum,100,374,Sunny
RATNAGIRI,2004,Kharif,Moong(Green Gram),100,763,Overcast 
RATNAGIRI,2004,Zaid,Maize,100,427,Sunny
RATNAGIRI,2005,Kharif,Sesamum,100,24,Overcast 
RATNAGIRI,2005,Zaid,Rapeseed &Mustard,100,730,Rainy
RATNAGIRI,2006,Rabi,Sesamum,100,366,Overcast 
RATNAGIRI,2008,Zaid,Sesamum,100,199,Rainy
RATNAGIRI,2011,Rabi,Groundnut,100,36,Overcast 
RATNAGIRI,2012,Rabi,Groundnut,100,-45,Overcast 
RATNAGIRI,2013,Kharif,Arhar/Tur,100,798,Overcast 
SANGLI,2002,Rabi,Sunflower,100,537,Sunny
SANGLI,2003,Zaid,Sesamum,100,346,Overcast 
SANGLI,2003,Kharif,Sunflower,100,660,Sunny
SANGLI,2006,Rabi,Ragi,100,449,Overcast 
SANGLI,2008,Zaid,Niger seed,100,412,Overcast 
SANGLI,2008,Kharif,Ragi,100,350,Rainy
SANGLI,2008,Zaid,Sesamum,100,-8,Overcast 
SANGLI,2009,Kharif,Ragi,100,198,Rainy
SANGLI,2011,Kharif,Ragi,100,502,Rainy
SATARA,1998,Kharif,Sunflower,100,569,Sunny
SATARA,1999,Kharif,Sunflower,100,155,Sunny
SATARA,2000,Kharif,Sesamum,100,560,Rainy
SATARA,2000,Rabi,Small millets,100,405,Rainy
SATARA,2000,Kharif,Sunflower,100,308,Sunny
SATARA,2004,Kharif,Sunflower,100,713,Rainy
SATARA,2005,Zaid,Sunflower,100,43,Rainy
SATARA,2006,Kharif,Linseed,100,500,Sunny
SATARA,2006,Kharif,Sesamum,100,659,Rainy
SATARA,2008,Kharif,Sesamum,100,602,Rainy
SATARA,2008,Zaid,Sesamum,100,-39,Rainy
SATARA,2013,Rabi,Safflower,100,335,Overcast 
SATARA,2014,Kharif,Cotton(lint),100,463,Sunny
SINDHUDURG,1997,Rabi,Moong(Green Gram),100,218,Sunny
SINDHUDURG,1998,Zaid,Moong(Green Gram),100,46,Rainy
SINDHUDURG,1998,Rabi,Other Cereals & Millets,100,156,Rainy
SINDHUDURG,1999,Kharif,Moong(Green Gram),100,390,Rainy
SINDHUDURG,1999,Kharif,Maize,100,229,Rainy
SINDHUDURG,2000,Zaid,Moong(Green Gram),100,312,Sunny
SINDHUDURG,2000,Rabi,Maize,100,10,Sunny
SINDHUDURG,2001,Kharif,Moong(Green Gram),100,280,Rainy
SINDHUDURG,2001,Kharif,Niger seed,100,303,Sunny
SINDHUDURG,2002,Kharif,Moong(Green Gram),100,20,Overcast 
SINDHUDURG,2002,Rabi,Maize,100,459,Sunny
SINDHUDURG,2003,Kharif,Moong(Green Gram),100,146,Sunny
SINDHUDURG,2004,Kharif,Moong(Green Gram),100,259,Rainy
SINDHUDURG,2004,Kharif,Maize,100,552,Rainy
SINDHUDURG,2005,Zaid,Rapeseed &Mustard,100,233,Rainy
SINDHUDURG,2008,Rabi,Moong(Green Gram),100,232,Rainy
SINDHUDURG,2009,Rabi,Rapeseed &Mustard,100,106,Rainy
SINDHUDURG,2010,Rabi,Moong(Green Gram),100,620,Overcast 
SINDHUDURG,2011,Kharif,Sesamum,100,502,Overcast 
SOLAPUR,2001,Rabi,Niger seed,100,472,Sunny
SOLAPUR,2003,Rabi,Niger seed,100,638,Overcast 
SOLAPUR,2003,Rabi,Sesamum,100,547,Rainy
SOLAPUR,2003,Zaid,Sunflower,100,85,Overcast 
SOLAPUR,2005,Zaid,Niger seed,100,212,Overcast 
SOLAPUR,2005,Zaid,Rice,100,291,Rainy
SOLAPUR,2008,Rabi,Sesamum,100,216,Overcast 
SOLAPUR,2010,Zaid,Castor seed,100,205,Overcast 
THANE,1998,Rabi,Sunflower,100,713,Sunny
THANE,1998,Kharif,Wheat,100,20,Sunny
THANE,1999,Rabi,Wheat,100,568,Sunny
THANE,2000,Kharif,Wheat,100,442,Sunny
THANE,2002,Zaid,Maize,100,606,Sunny
THANE,2002,Zaid,Wheat,100,325,Sunny
THANE,2003,Zaid,Wheat,100,-22,Sunny
THANE,2004,Zaid,Maize,100,57,Rainy
THANE,2004,Zaid,Wheat,100,260,Sunny
THANE,2008,Rabi,Wheat,100,662,Rainy
THANE,2009,Kharif,Wheat,100,361,Overcast 
THANE,2011,Kharif,Wheat,100,188,Overcast 
THANE,2014,Zaid,Other Kharif pulses,100,218,Sunny
WARDHA,1997,Kharif,Bajra,100,471,Sunny
WARDHA,1998,Zaid,Bajra,100,512,Overcast 
WARDHA,1999,Rabi,Bajra,100,681,Overcast 
WARDHA,1999,Zaid,Sunflower,100,393,Sunny
WARDHA,1999,Kharif,Safflower,100,404,Rainy
WARDHA,2000,Kharif,Maize,100,222,Overcast 
WARDHA,2000,Rabi,Safflower,100,712,Rainy
WARDHA,2000,Rabi,Sesamum,100,216,Overcast 
WARDHA,2001,Kharif,Sunflower,100,-49,Rainy
WARDHA,2004,Zaid,Linseed,100,97,Overcast 
WARDHA,2005,Zaid,Castor seed,100,683,Overcast 
WARDHA,2005,Kharif,Linseed,100,498,Overcast 
WARDHA,2005,Kharif,Rapeseed &Mustard,100,636,Rainy
WARDHA,2006,Rabi,Rice,100,188,Sunny
WARDHA,2006,Kharif,Linseed,100,241,Rainy
WARDHA,2008,Kharif,Sesamum,100,353,Rainy
WARDHA,2009,Zaid,Urad,100,506,Rainy
WARDHA,2010,Rabi,Sunflower,100,499,Overcast 
WARDHA,2011,Rabi,Maize,100,739,Sunny
WASHIM,1999,Kharif,Maize,100,679,Rainy
WASHIM,2000,Kharif,Maize,100,237,Overcast 
WASHIM,2000,Rabi,Niger seed,100,165,Overcast 
WASHIM,2000,Kharif,Sunflower,100,270,Overcast 
WASHIM,2001,Zaid,Groundnut,100,5,Rainy
WASHIM,2002,Zaid,Groundnut,100,-19,Overcast 
WASHIM,2003,Zaid,Groundnut,100,633,Sunny
WASHIM,2003,Kharif,Small millets,100,182,Sunny
WASHIM,2003,Zaid,Groundnut,100,505,Rainy
WASHIM,2004,Kharif,Maize,100,566,Overcast 
WASHIM,2004,Rabi,Sunflower,100,541,Sunny
WASHIM,2004,Rabi,Groundnut,100,135,Rainy
WASHIM,2005,Zaid,Castor seed,100,26,Sunny
WASHIM,2005,Rabi,Sunflower,100,215,Rainy
WASHIM,2006,Rabi,Sunflower,100,397,Rainy
WASHIM,2008,Rabi,Rice,100,633,Overcast 
WASHIM,2008,Zaid,Sunflower,100,-26,Rainy
WASHIM,2011,Rabi,Other Kharif pulses,100,567,Overcast 
WASHIM,2011,Rabi,Maize,100,443,Rainy
WASHIM,2011,Zaid,Sunflower,100,720,Sunny
WASHIM,2012,Kharif,Other Kharif pulses,100,235,Overcast 
WASHIM,2013,Zaid,Maize,100,86,Sunny
YAVATMAL,1998,Kharif,Jowar,100,452,Sunny
YAVATMAL,1999,Zaid,Maize,100,696,Rainy
YAVATMAL,2000,Zaid,Maize,100,586,Overcast 
YAVATMAL,2000,Kharif,Jowar,100,664,Sunny
YAVATMAL,2000,Kharif,Sesamum,100,39,Rainy
YAVATMAL,2000,Rabi,Sunflower,100,623,Sunny
YAVATMAL,2001,Zaid,Jowar,100,516,Overcast 
YAVATMAL,2002,Rabi,Groundnut,100,204,Overcast 
YAVATMAL,2002,Kharif,Jowar,100,482,Rainy
YAVATMAL,2003,Rabi,Groundnut,100,748,Rainy
YAVATMAL,2003,Zaid,Safflower,100,549,Rainy
YAVATMAL,2004,Zaid,Maize,100,130,Sunny
YAVATMAL,2004,Rabi,Safflower,100,78,Overcast 
YAVATMAL,2005,Kharif,Groundnut,100,468,Sunny
YAVATMAL,2006,Rabi,Sunflower,100,351,Overcast 
YAVATMAL,2006,Zaid,Sunflower,100,-12,Rainy
YAVATMAL,2006,Kharif,Sunflower,100,528,Rainy
YAVATMAL,2008,Zaid,Groundnut,100,365,Overcast 
YAVATMAL,2008,Rabi,Safflower,100,730,Rainy
YAVATMAL,2009,Kharif,Groundnut,100,237,Rainy
YAVATMAL,2010,Zaid,Jowar,100,353,Sunny
YAVATMAL,2011,Kharif,Groundnut,100,748,Rainy
YAVATMAL,2011,Zaid,Rice,100,26,Sunny
YAVATMAL,2011,Kharif,Jowar,100,312,Overcast 
YAVATMAL,2012,Rabi,Groundnut,100,96,Rainy
YAVATMAL,2013,Zaid,Bajra,100,416,Rainy
WARDHA,2010,Rabi,Urad,100,80,Overcast 
BHANDARA,2007,Kharif,Gram,100,64,Rainy
AHMEDNAGAR,2009,Rabi,Rapeseed &Mustard,100,50,Rainy
AMRAVATI,2012,Zaid,Sunflower,100,50,Sunny
AURANGABAD,2010,Kharif,Castor seed,100,50,Rainy
JALNA,2011,Kharif,Other Kharif pulses,100,50,Sunny
NAGPUR,2012,Zaid,Sesamum,100,50,Sunny
NASHIK,2011,Kharif,Sunflower,100,50,Sunny
PUNE,2009,Kharif,Rapeseed &Mustard,100,50,Overcast 
PUNE,2010,Zaid,Rapeseed &Mustard,100,50,Overcast 
RATNAGIRI,2011,Kharif,Sesamum,100,50,Rainy
SINDHUDURG,2005,Rabi,Moong(Green Gram),100,50,Rainy
SINDHUDURG,2006,Rabi,Moong(Green Gram),100,50,Rainy
YAVATMAL,2010,Kharif,Safflower,100,49,Sunny
YAVATMAL,2006,Zaid,Castor seed,100,45,Sunny
SOLAPUR,2009,Zaid,Jowar,100,44,Rainy
AMRAVATI,2009,Rabi,Sunflower,100,42,Overcast 
DHULE,2009,Zaid,Sunflower,100,42,Overcast 
KOLHAPUR,2009,Kharif,Sunflower,100,42,Sunny
AMRAVATI,2012,Rabi,Sunflower,100,40,Sunny
BHANDARA,2011,Zaid,Groundnut,100,40,Sunny
BHANDARA,2013,Kharif,Urad,100,40,Overcast 
BULDHANA,2008,Rabi,Castor seed,100,40,Rainy
DHULE,2010,Zaid,Castor seed,100,40,Rainy
GONDIA,2009,Zaid,Rapeseed &Mustard,100,40,Rainy
GONDIA,2011,Rabi,Moong(Green Gram),100,40,Rainy
GONDIA,2012,Rabi,Other Kharif pulses,100,40,Rainy
HINGOLI,2009,Zaid,Rapeseed &Mustard,100,40,Sunny
HINGOLI,2011,Kharif,Groundnut,100,40,Sunny
HINGOLI,2012,Kharif,Sunflower,100,40,Overcast 
HINGOLI,2012,Rabi,Other  Rabi pulses,100,40,Overcast 
JALGAON,2010,Rabi,Castor seed,100,40,Sunny
JALNA,2010,Rabi,Castor seed,100,40,Sunny
JALNA,2012,Rabi,Sunflower,100,40,Rainy
JALNA,2013,Zaid,Sunflower,100,40,Overcast 
NAGPUR,2010,Zaid,Sesamum,100,40,Sunny
NAGPUR,2010,Zaid,Rapeseed &Mustard,100,40,Rainy
NANDED,2012,Rabi,Other  Rabi pulses,100,40,Rainy
NANDURBAR,2011,Zaid,Other  Rabi pulses,100,40,Sunny
NASHIK,2009,Kharif,Sesamum,100,40,Sunny
NASHIK,2012,Zaid,Sunflower,100,40,Sunny
RAIGAD,2009,Rabi,Rapeseed &Mustard,100,40,Sunny
RAIGAD,2010,Zaid,Rapeseed &Mustard,100,40,Rainy
RAIGAD,2011,Kharif,Rapeseed &Mustard,100,40,Rainy
RAIGAD,2012,Rabi,Sesamum,100,40,Rainy
RATNAGIRI,2008,Kharif,Rapeseed &Mustard,100,40,Rainy
RATNAGIRI,2010,Rabi,Rapeseed &Mustard,100,40,Rainy
RATNAGIRI,2012,Zaid,Sesamum,100,40,Overcast 
SATARA,2012,Zaid,Safflower,100,40,Rainy
SINDHUDURG,2008,Kharif,Rapeseed &Mustard,100,40,Sunny
SINDHUDURG,2010,Rabi,Rapeseed &Mustard,100,40,Overcast 
SINDHUDURG,2012,Zaid,Sesamum,100,40,Sunny
WARDHA,2006,Kharif,Castor seed,100,40,Overcast 
WARDHA,2006,Kharif,Rapeseed &Mustard,100,40,Overcast 
WARDHA,2011,Zaid,Rapeseed &Mustard,100,40,Sunny
YAVATMAL,2012,Zaid,Rice,100,40,Sunny
RATNAGIRI,2006,Rabi,Rapeseed &Mustard,100,33,Overcast 
JALNA,2009,Zaid,Castor seed,100,32,Overcast 
SINDHUDURG,2009,Rabi,Moong(Green Gram),100,32,Rainy
AHMEDNAGAR,2010,Kharif,Sesamum,100,30,Overcast 
AMRAVATI,2005,Kharif,Rapeseed &Mustard,100,30,Overcast 
BHANDARA,2011,Rabi,Other Kharif pulses,100,30,Rainy
BHANDARA,2011,Rabi,Urad,100,30,Overcast 
CHANDRAPUR,2008,Rabi,Castor seed,100,30,Overcast 
GONDIA,2011,Zaid,Urad,100,30,Rainy
HINGOLI,2011,Kharif,Rapeseed &Mustard,100,30,Rainy
JALGAON,2005,Kharif,Rapeseed &Mustard,100,30,Rainy
JALGAON,2008,Rabi,Castor seed,100,30,Overcast 
KOLHAPUR,2011,Rabi,Castor seed,100,30,Sunny
KOLHAPUR,2012,Rabi,Sunflower,100,30,Sunny
NAGPUR,2009,Rabi,Sesamum,100,30,Overcast 
NAGPUR,2011,Rabi,Sesamum,100,30,Overcast 
NAGPUR,2012,Kharif,Sesamum,100,30,Overcast 
NANDED,2010,Zaid,Rapeseed &Mustard,100,30,Sunny
NANDED,2011,Rabi,Sesamum,100,30,Overcast 
OSMANABAD,2011,Rabi,Rapeseed &Mustard,100,30,Sunny
PUNE,2012,Zaid,Sesamum,100,30,Overcast 
RATNAGIRI,2009,Rabi,Sesamum,100,30,Overcast 
RATNAGIRI,2011,Rabi,Rapeseed &Mustard,100,30,Sunny
SANGLI,2009,Zaid,Sesamum,100,30,Rainy
SANGLI,2011,Rabi,Sesamum,100,30,Sunny
SANGLI,2012,Kharif,Niger seed,100,30,Overcast 
SANGLI,2012,Kharif,Rapeseed &Mustard,100,30,Overcast 
SANGLI,2012,Rabi,Sesamum,100,30,Sunny
SATARA,2009,Zaid,Sesamum,100,30,Rainy
SATARA,2012,Zaid,Rapeseed &Mustard,100,30,Rainy
SINDHUDURG,2006,Rabi,Rapeseed &Mustard,100,30,Sunny
SINDHUDURG,2009,Kharif,Sesamum,100,30,Rainy
SINDHUDURG,2011,Rabi,Niger seed,100,30,Overcast 
SOLAPUR,2011,Zaid,Castor seed,100,30,Overcast 
WARDHA,2009,Kharif,Sesamum,100,30,Sunny
WARDHA,2011,Kharif,Other Kharif pulses,100,30,Rainy
WASHIM,2008,Zaid,Castor seed,100,30,Rainy
WASHIM,2012,Kharif,Castor seed,100,30,Rainy
BHANDARA,2010,Zaid,Sesamum,100,29,Overcast 
NAGPUR,2010,Kharif,Sesamum,100,29,Sunny
SATARA,2010,Zaid,Sesamum,100,29,Rainy
SOLAPUR,2010,Kharif,Sesamum,100,29,Overcast 
WARDHA,2010,Rabi,Linseed,100,28,Sunny
SATARA,2010,Zaid,Linseed,100,26,Overcast 
WARDHA,2009,Zaid,Linseed,100,26,Rainy
AHMEDNAGAR,2006,Zaid,Rapeseed &Mustard,100,25,Rainy
AHMEDNAGAR,2008,Rabi,Castor seed,100,25,Overcast 
PUNE,2008,Kharif,Castor seed,100,25,Rainy
WARDHA,2009,Rabi,Castor seed,100,25,Overcast 
WASHIM,2006,Zaid,Castor seed,100,25,Rainy
AHMEDNAGAR,2009,Zaid,Sesamum,100,23,Sunny
BHANDARA,2009,Zaid,Sesamum,100,23,Rainy
SANGLI,2009,Zaid,Sesamum,100,23,Sunny
SATARA,2009,Kharif,Sesamum,100,23,Sunny
NANDED,2009,Zaid,Linseed,100,22,Overcast 
SANGLI,2009,Rabi,Niger seed,100,22,Rainy
SATARA,2009,Zaid,Linseed,100,22,Rainy
SINDHUDURG,2009,Kharif,Niger seed,100,22,Sunny
AHMEDNAGAR,2011,Rabi,Castor seed,100,20,Rainy
AKOLA,2009,Kharif,Rapeseed &Mustard,100,20,Rainy
AURANGABAD,2011,Rabi,Niger seed,100,20,Overcast 
AURANGABAD,2012,Rabi,Niger seed,100,20,Sunny
BULDHANA,2006,Zaid,Castor seed,100,20,Overcast 
GONDIA,2005,Kharif,Moong(Green Gram),100,20,Sunny
HINGOLI,2006,Kharif,Rapeseed &Mustard,100,20,Overcast 
HINGOLI,2008,Zaid,Castor seed,100,20,Rainy
JALNA,2011,Zaid,Niger seed,100,20,Overcast 
JALNA,2012,Rabi,Niger seed,100,20,Sunny
JALNA,2012,Rabi,Other Kharif pulses,100,20,Overcast 
NASHIK,2012,Rabi,Rapeseed &Mustard,100,20,Rainy
PUNE,2009,Rabi,Castor seed,100,20,Overcast 
PUNE,2010,Rabi,Castor seed,100,20,Rainy
RAIGAD,2011,Kharif,Sesamum,100,20,Overcast 
SANGLI,2013,Rabi,Sesamum,100,20,Rainy
SATARA,2011,Rabi,Linseed,100,20,Overcast 
SATARA,2012,Rabi,Sesamum,100,20,Overcast 
SINDHUDURG,2011,Rabi,Sesamum,100,20,Sunny
SOLAPUR,2008,Kharif,Niger seed,100,20,Rainy
SOLAPUR,2012,Rabi,Niger seed,100,20,Overcast 
THANE,2012,Kharif,Rapeseed &Mustard,100,20,Sunny
YAVATMAL,2008,Rabi,Castor seed,100,20,Rainy
AHMEDNAGAR,2009,Rabi,Castor seed,100,18,Rainy
BULDHANA,2009,Rabi,Castor seed,100,17,Rainy
AURANGABAD,2009,Zaid,Niger seed,100,16,Rainy
SOLAPUR,2009,Kharif,Rice,100,14,Overcast 
AHMEDNAGAR,2001,Kharif,Rapeseed &Mustard,100,10,Rainy
AHMEDNAGAR,2002,Rabi,Castor seed,100,10,Rainy
AHMEDNAGAR,2002,Zaid,Rapeseed &Mustard,100,10,Sunny
AHMEDNAGAR,2002,Rabi,Sesamum,100,10,Overcast 
AHMEDNAGAR,2008,Zaid,Rapeseed &Mustard,100,10,Sunny
AKOLA,2000,Rabi,Rapeseed &Mustard,100,10,Sunny
AKOLA,2001,Rabi,Rapeseed &Mustard,100,10,Overcast 
AKOLA,2002,Kharif,Rapeseed &Mustard,100,10,Overcast 
BHANDARA,2000,Zaid,Castor seed,100,10,Sunny
BHANDARA,2001,Zaid,Rapeseed &Mustard,100,10,Overcast 
BHANDARA,2002,Zaid,Sesamum,100,10,Rainy
CHANDRAPUR,2002,Zaid,Castor seed,100,10,Sunny
CHANDRAPUR,2002,Kharif,Sesamum,100,10,Overcast 
DHULE,2001,Kharif,Rapeseed &Mustard,100,10,Overcast 
GONDIA,2001,Zaid,Sesamum,100,10,Sunny
GONDIA,2002,Kharif,Rapeseed &Mustard,100,10,Rainy
GONDIA,2002,Zaid,Sesamum,100,10,Overcast 
HINGOLI,2000,Rabi,Niger seed,100,10,Sunny
JALGAON,2000,Zaid,Rapeseed &Mustard,100,10,Rainy
JALGAON,2002,Kharif,Rapeseed &Mustard,100,10,Sunny
JALNA,2001,Zaid,Rapeseed &Mustard,100,10,Overcast 
LATUR,2000,Zaid,Castor seed,100,10,Rainy
LATUR,2001,Zaid,Castor seed,100,10,Sunny
NANDURBAR,2000,Kharif,Niger seed,100,10,Rainy
NANDURBAR,2000,Zaid,Rapeseed &Mustard,100,10,Overcast 
NANDURBAR,2002,Kharif,Niger seed,100,10,Rainy
PUNE,2000,Rabi,Castor seed,100,10,Overcast 
PUNE,2000,Rabi,Rapeseed &Mustard,100,10,Sunny
PUNE,2001,Kharif,Castor seed,100,10,Rainy
PUNE,2002,Kharif,Castor seed,100,10,Sunny
RAIGAD,2001,Zaid,Rapeseed &Mustard,100,10,Rainy
RAIGAD,2002,Kharif,Sesamum,100,10,Overcast 
RATNAGIRI,2000,Rabi,Groundnut,100,10,Sunny
RATNAGIRI,2000,Rabi,Sesamum,100,10,Rainy
RATNAGIRI,2000,Rabi,Rapeseed &Mustard,100,10,Sunny
RATNAGIRI,2002,Rabi,Rapeseed &Mustard,100,10,Rainy
SATARA,2001,Rabi,Sesamum,100,10,Rainy
SATARA,2002,Rabi,Sesamum,100,10,Rainy
SINDHUDURG,2000,Rabi,Niger seed,100,10,Sunny
SINDHUDURG,2002,Zaid,Niger seed,100,10,Sunny
SOLAPUR,2002,Kharif,Niger seed,100,10,Rainy
SOLAPUR,2008,Kharif,Rice,100,10,Sunny
SOLAPUR,2009,Rabi,Sesamum,100,10,Overcast 
SOLAPUR,2012,Zaid,Linseed,100,10,Rainy
WARDHA,2000,Rabi,Rapeseed &Mustard,100,10,Rainy
WARDHA,2001,Zaid,Rapeseed &Mustard,100,10,Overcast 
WARDHA,2001,Kharif,Sesamum,100,10,Rainy
WARDHA,2002,Kharif,Castor seed,100,10,Sunny
WARDHA,2002,Rabi,Rapeseed &Mustard,100,10,Overcast 
WARDHA,2002,Zaid,Sesamum,100,10,Rainy
WASHIM,2000,Zaid,Castor seed,100,10,Overcast 
WASHIM,2001,Rabi,Castor seed,100,10,Overcast 
WASHIM,2002,Rabi,Castor seed,100,10,Rainy
YAVATMAL,2000,Zaid,Niger seed,100,10,Overcast 
YAVATMAL,2001,Kharif,Rapeseed &Mustard,100,10,Rainy
YAVATMAL,2001,Rabi,Sesamum,100,10,Sunny
YAVATMAL,2002,Kharif,Castor seed,100,10,Sunny
YAVATMAL,2002,Rabi,Sesamum,100,10,Rainy
AHMEDNAGAR,1999,Kharif,Rapeseed &Mustard,100,547,Overcast 
AHMEDNAGAR,2003,Zaid,other oilseeds,100,624,Overcast 
AHMEDNAGAR,2004,Rabi,Sesamum,100,257,Overcast 
AKOLA,1999,Rabi,Other  Rabi pulses,100,601,Rainy
AKOLA,2004,Zaid,Rapeseed &Mustard,100,472,Overcast 
AMRAVATI,1999,Kharif,Linseed,100,244,Rainy
AMRAVATI,1999,Zaid,Other  Rabi pulses,100,565,Sunny
AMRAVATI,1999,Zaid,Rapeseed &Mustard,100,398,Sunny
AMRAVATI,2003,Kharif,Sunflower,100,285,Overcast 
BHANDARA,2003,Kharif,Rapeseed &Mustard,100,591,Sunny
BHANDARA,2003,Kharif,Sesamum,100,487,Sunny
BHANDARA,2004,Kharif,Sesamum,100,255,Rainy
CHANDRAPUR,1999,Zaid,Castor seed,100,321,Overcast 
CHANDRAPUR,1999,Kharif,Niger seed,100,405,Sunny
CHANDRAPUR,2002,Kharif,Small millets,100,538,Rainy
CHANDRAPUR,2003,Rabi,other oilseeds,100,630,Overcast 
CHANDRAPUR,2004,Kharif,Sesamum,100,559,Overcast 
DHULE,2000,Zaid,Other  Rabi pulses,100,514,Rainy
DHULE,2001,Kharif,Other  Rabi pulses,100,348,Rainy
DHULE,2003,Kharif,Rapeseed &Mustard,100,371,Overcast 
DHULE,2004,Zaid,Sesamum,100,380,Overcast 
DHULE,2014,Zaid,Rice,100,238,Overcast 
GONDIA,2001,Zaid,Other Kharif pulses,100,273,Overcast 
GONDIA,2003,Kharif,other oilseeds,100,461,Overcast 
GONDIA,2003,Kharif,Sesamum,100,471,Overcast 
HINGOLI,1999,Rabi,Niger seed,100,230,Rainy
HINGOLI,2004,Kharif,Other Kharif pulses,100,522,Overcast 
JALGAON,2003,Kharif,Rapeseed &Mustard,100,209,Rainy
JALNA,2001,Kharif,Small millets,100,468,Rainy
KOLHAPUR,2003,Rabi,Small millets,100,422,Sunny
LATUR,2003,Zaid,Sunflower,100,407,Sunny
NAGPUR,1999,Rabi,Niger seed,100,239,Overcast 
NAGPUR,2003,Zaid,other oilseeds,100,634,Rainy
NANDURBAR,2003,Rabi,Rapeseed &Mustard,100,263,Rainy
NANDURBAR,2003,Rabi,Small millets,100,637,Rainy
NASHIK,1999,Zaid,Linseed,100,448,Overcast 
NASHIK,1999,Zaid,Sesamum,100,223,Overcast 
NASHIK,2002,Kharif,Small millets,100,363,Overcast 
NASHIK,2003,Kharif,Sesamum,100,392,Rainy
OSMANABAD,2003,Kharif,Sunflower,100,321,Overcast 
PARBHANI,2003,Zaid,Small millets,100,282,Overcast 
PUNE,2003,Kharif,Rapeseed &Mustard,100,598,Rainy
PUNE,2003,Kharif,Sesamum,100,544,Overcast 
RAIGAD,1999,Kharif,Sesamum,100,278,Sunny
RAIGAD,2003,Rabi,Rapeseed &Mustard,100,449,Sunny
RAIGAD,2004,Rabi,Sesamum,100,286,Overcast 
RATNAGIRI,1999,Rabi,Rapeseed &Mustard,100,341,Rainy
RATNAGIRI,2001,Rabi,Small millets,100,353,Overcast 
RATNAGIRI,2003,Rabi,Rapeseed &Mustard,100,324,Sunny
